id,stream,action_date,fiscal_year,case_number,subject_as_published,company,provisions,provisions_as_published,penalty_amount,press_release_url,source_url
"shitauke-2026-07-24-0183","shitauke","2026-07-24","2026","","イリソ電子工業株式会社","イリソ電子工業株式会社","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260724_irisodenshi.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-21-0184","shitauke","2026-07-21","2026","","ＨＯＹＡ株式会社","ＨＯＹＡ株式会社","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260721_hoya.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-17-0185","shitauke","2026-07-17","2026","","ダイヤモンド電機株式会社","ダイヤモンド電機株式会社","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260717_chugoku_toriteki.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-16-0186","shitauke","2026-07-16","2026","","天龍工業株式会社","天龍工業株式会社","第4条第1項第3号 / 第4条第2項第3号","(1)旧下請法第4条第1項第3号（下請代金の減額の禁止）(2)旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260716_chubu_toriteki_tenryu.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-10-0187","shitauke","2026-07-10","2026","","ミネベアアクセスソリューションズ株式会社","ミネベアアクセスソリューションズ株式会社","第4条第2項第3号","(1)旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止） (2) 取適法第５条第２項第２号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260710_kyuusyuu_toriteki.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-09-0188","shitauke","2026-07-09","2026","","株式会社タダノ","株式会社タダノ","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260709_shikoku_toriteki.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-07-08-0189","shitauke","2026-07-08","2026","","株式会社ノーリツ","株式会社ノーリツ","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jul/260708_kinki_toriteki.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-06-26-0190","shitauke","2026-06-26","2026","","株式会社ダイヘン","株式会社ダイヘン","第4条第2項第3号","旧下請法第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jun/260626_kinki_toriteki.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-06-23-0191","shitauke","2026-06-23","2026","","ＹＫＫ株式会社","ＹＫＫ株式会社","第4条第1項第5号","旧下請法第4条第1項第5号 （買いたたきの禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jun/260623_ykk.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-06-16-0192","shitauke","2026-06-16","2026","","アルプスアルパイン株式会社","アルプスアルパイン株式会社","第4条第1項第5号","旧下請法第4条第1項第5号 （買いたたきの禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jun/260616_alpsalpine.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-06-04-0193","shitauke","2026-06-04","2026","","株式会社ホンダ茨城南","株式会社ホンダ茨城南","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/jun/260604_hondacars-ibarakiminami.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-05-12-0194","shitauke","2026-05-12","2026","","琉球倉庫運輸株式会社","琉球倉庫運輸株式会社","第4条第1項第3号","旧下請法第4条第1項第3号 （下請代金の減額の禁止）","","https://www.jftc.go.jp/houdou/pressrelease/2026/may/260512_ryukyusoukounyu.html","https://www.jftc.go.jp/toriteki/toritekikankoku/R8FYkankoku.html"
"shitauke-2026-03-30-0195","shitauke","2026-03-30","2025","","矢崎部品株式会社","矢崎部品株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-26-0196","shitauke","2026-03-26","2025","","徳島トヨタ自動車株式会社","徳島トヨタ自動車株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-24-0197","shitauke","2026-03-24","2025","","富士通フロンテック株式会社","富士通フロンテック株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-17-0198","shitauke","2026-03-17","2025","","株式会社松尾製作所","株式会社松尾製作所","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-13-0199","shitauke","2026-03-13","2025","","日本トーカンパッケージ株式会社","日本トーカンパッケージ株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-10-0202","shitauke","2026-03-10","2025","","ＹＫＫ ＡＰ株式会社","ＹＫＫ ＡＰ株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-10-0201","shitauke","2026-03-10","2025","","株式会社ＹＫＫ ＡＰ沖縄","株式会社ＹＫＫ ＡＰ沖縄","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-03-10-0200","shitauke","2026-03-10","2025","","琉球ＹＫＫ ＡＰ工業株式会社","琉球ＹＫＫ ＡＰ工業株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-02-24-0203","shitauke","2026-02-24","2025","","株式会社ティラド","株式会社ティラド","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-02-20-0204","shitauke","2026-02-20","2025","","日産東京販売株式会社","日産東京販売株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-02-02-0205","shitauke","2026-02-02","2025","","株式会社長登屋","株式会社長登屋","第4条第1項第3号","旧下請法第4条第1項第3号 （下請代金の減額の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-01-15-0207","shitauke","2026-01-15","2025","","東芝産業機器システム株式会社","東芝産業機器システム株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2026-01-15-0206","shitauke","2026-01-15","2025","","東芝ホクト電子株式会社","東芝ホクト電子株式会社","第4条第2項第3号","旧下請法第4条第2項第3号 （不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-12-25-0015","dk","2025-12-25","2025","7(認)5","㈱ロピア","㈱ロピア","19条 / 2条","19条(2条9項5号)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-12-24-0208","shitauke","2025-12-24","2025","","東洋電装株式会社","東洋電装株式会社","第4条第1項第4号 / 第4条第2項第3号","第4条第1項第4号（返品の禁止） 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-12-19-0011","dk","2025-12-19","2025","7(措)15","地方公共団体等が発注する東海旅客鉄道株式会社が管理する線路の跨線橋点検業務における入札等の参加業者ら","地方公共団体等が発注する東海旅客鉄道株式会社が管理する線路の跨線橋点検業務における入札等の参加業者ら","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-12-16-0209","shitauke","2025-12-16","2025","","株式会社マキタ","株式会社マキタ","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-12-12-0210","shitauke","2025-12-12","2025","","センコー株式会社","センコー株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-12-11-0211","shitauke","2025-12-11","2025","","杉本電機産業株式会社","杉本電機産業株式会社","第4条第1項第3号 / 第4条第1項第4号","第4条第1項第3号（下請代金の減額の禁止） 第4条第1項第4号（返品の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-12-08-0212","shitauke","2025-12-08","2025","","株式会社スニック","株式会社スニック","第4条第1項第5号 / 第4条第2項第3号","第4条第1項第5号（買いたたきの禁止） 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-12-04-0213","shitauke","2025-12-04","2025","","南日本運輸倉庫株式会社","南日本運輸倉庫株式会社","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-11-27-0214","shitauke","2025-11-27","2025","","福岡ダイハツ販売株式会社","福岡ダイハツ販売株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-11-26-0010","dk","2025-11-26","2025","7(措)14","長野県石油商業組合北信支部","","8条","8条1号","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-11-13-0216","shitauke","2025-11-13","2025","","三菱ふそうトラック・バス株式会社","三菱ふそうトラック・バス株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-11-13-0215","shitauke","2025-11-13","2025","","株式会社日幸電機製作所","株式会社日幸電機製作所","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-10-31-0217","shitauke","2025-10-31","2025","","トヨタ自動車東日本株式会社","トヨタ自動車東日本株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-10-09-0218","shitauke","2025-10-09","2025","","リョーノーファクトリー株式会社","リョーノーファクトリー株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-09-29-0219","shitauke","2025-09-29","2025","","株式会社Ｏｌｙｍｐｉｃ","株式会社Ｏｌｙｍｐｉｃ","第4条第1項第3号","第4条第1項第3号 （下請代金の減額の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-09-24-0008","dk","2025-09-24","2025","7(措)12","トレーラの製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"dk-2025-09-24-0007","dk","2025-09-24","2025","7(措)11","特装車製品の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-09-19-0220","shitauke","2025-09-19","2025","","株式会社ジェイテクト","株式会社ジェイテクト","第4条第1項第3号","第4条第1項第3号 （下請代金の減額の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-09-18-0009","dk","2025-09-18","2025","7(措)13","ハーレーダビッドソンジャパン㈱","ハーレーダビッドソンジャパン㈱","19条 / 2条","19条(2条9項5号)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-09-17-0221","shitauke","2025-09-17","2025","","株式会社シマノ","株式会社シマノ","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-09-08-0222","shitauke","2025-09-08","2025","","株式会社ヨドバシカメラ","株式会社ヨドバシカメラ","第4条第1項第3号","第4条第1項第3号（下請代金の減額の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-09-05-0014","dk","2025-09-05","2025","7(認)4","㈱ニシムタ","㈱ニシムタ","19条 / 2条","19条(2条9項5号)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-08-07-0223","shitauke","2025-08-07","2025","","岩機ダイカスト工業株式会社","岩機ダイカスト工業株式会社","第4条第1項第4号","第4条第1項第4号（返品の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-08-06-0013","dk","2025-08-06","2025","7(認)3","㈱ダンロップタイヤ","㈱ダンロップタイヤ","19条 / 2条","19条(2条9項4号)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-07-29-0224","shitauke","2025-07-29","2025","","美里工業株式会社","美里工業株式会社","第4条第1項第4号 / 第4条第2項第3号","第4条第1項第4号（返品の禁止） 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-07-24-0225","shitauke","2025-07-24","2025","","不二サッシ株式会社","不二サッシ株式会社","第4条第1項第4号 / 第4条第2項第3号","第4条第1項第4号（返品の禁止） 第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-07-22-0012","dk","2025-07-22","2025","7(認)2","ビザ・ワールドワイド・ピーティーイー・リミテッド","","19条 / 一般指定12項","19条(一般指定12項)","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-07-16-0226","shitauke","2025-07-16","2025","","いづみ工業株式会社","いづみ工業株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-07-15-0227","shitauke","2025-07-15","2025","","ＳＭＫ株式会社","ＳＭＫ株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"dk-2025-06-23-0006","dk","2025-06-23","2025","7(措)10","（公財）東京オリンピック・パラリンピック競技大会組織委員会が発注する東京２０２０オリンピック・パラリンピック競技大会に関するテストイベント計画立案等業務等の入札参加等業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"dk-2025-05-14-0005","dk","2025-05-14","2025","7(措)9","食品ごまの製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"dk-2025-05-14-0004","dk","2025-05-14","2025","7(措)8","ごま油の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"dk-2025-05-14-0003","dk","2025-05-14","2025","7(措)7","ごま油の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"dk-2025-05-14-0002","dk","2025-05-14","2025","7(措)6","ごま油の製造販売業者","","3条後段","3条後段","","","https://www.jftc.go.jp/dk/ichiran/dkhaijo_R7.html"
"shitauke-2025-05-13-0228","shitauke","2025-05-13","2025","","日精樹脂工業株式会社","日精樹脂工業株式会社","第4条第2項第3号 / 第4条第2項第4号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止） 第4条第2項第4号（不当な給付内容の変更及び不当なやり直しの禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-05-09-0229","shitauke","2025-05-09","2025","","井関農機株式会社","井関農機株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
"shitauke-2025-04-24-0231","shitauke","2025-04-24","2025","","カヤバ株式会社","カヤバ株式会社","第4条第2項第3号","第4条第2項第3号（不当な経済上の利益の提供要請の禁止）","","","https://www.jftc.go.jp/toriteki/toritekikankoku/R7FYkankoku.html"
